Time by Milliseconds (ms)
Time UndistortLens     6.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     1.000000
Time UndistortLens     3.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     3.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     4.000000
Time UndistortLens     4.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     3.000000
Time UndistortLens     1.000000
Time UndistortLens     3.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     1.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     4.000000
Time UndistortLens     3.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     4.000000
Time UndistortLens     2.000000
Time UndistortLens     1.000000
Time UndistortLens     1.000000
Time UndistortLens     3.000000
Time UndistortLens     2.000000
Time UndistortLens     3.000000
Time UndistortLens     3.000000
Time UndistortLens     2.000000
Time UndistortLens     1.000000
Time UndistortLens     2.000000
Time UndistortLens     1.000000
Time UndistortLens     1.000000
Time UndistortLens     3.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     1.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     3.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     3.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     3.000000
Time UndistortLens     2.000000
Time UndistortLens     3.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     1.000000
Time UndistortLens     1.000000
Time UndistortLens     1.000000
Time UndistortLens     2.000000
Time UndistortLens     1.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     3.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     3.000000
Time UndistortLens     5.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
Time UndistortLens     1.000000
Time UndistortLens     1.000000
Time UndistortLens     2.000000
Time UndistortLens     2.000000
